Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
988,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21814,935055,# & % of participating 3rd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,8.0
989,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21796,935045,# & % of participating students with at least one adult (e.g. family member or mentor - NOT PROGRAM STAFF) with an active role supporting progress towards grade level reading proficiency (How Much) SSIC 1.1A,Submitted,135360,How Well,19.0,25.0,28,35.0
990,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21786,935037,# & % of students enrolled in program who are in 1st grade (How Much) SSIC 1.1A,Submitted,135360,How Well,1.0,5.0,6,10.0
991,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21788,935038,# & % of students enrolled in program who are in 2nd grade (How Much) SSIC 1.1A,Submitted,135360,How Well,5.0,14.0,15,15.0
992,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21790,935039,# & % of students enrolled in program who are in 3rd grade (How Much) SSIC 1.1A,Submitted,135360,How Well,2.0,12.0,13,10.0
993,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21808,935051,# & % total of participating 1st-3rd grade students narrowing reading proficiency gap by the end of the school year (even if students are not reading at grade level) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,26.0
994,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21816,935056,# & % total of participating 1st-3rd grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,28.0
995,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14844,How WELL did we do it?,21810,935052,# & Percent of participating 1st grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135360,How Well,0.0,0.0,0,8.0
996,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21791,935040,# total of 1st-3rd grade students enrolled in program (How Much) SSIC 1.1A,Submitted,135352,How Much,31.0,31.0,34,35.0
997,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14845,Is anyone BETTER OFF?,21811,935053,% of participating 1st grade students with reading proficiency at or above grade level by the end of the school year (as assessed by either school or program) (Better Off) SSIC 1.1A,Submitted,135358,Better Off,0.0,0.0,0,8.0
998,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21795,935044,% of participating 1st-3rd grade students assessed as at risk of becoming off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0.0,0.0,0,20.0
999,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11864,631953,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21793,935042,% of participating 1st-3rd grade students assessed as off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0.0,0.0,0,15.0
1000,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21823,935067,# & % of participating 5th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,3.0
1001,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21833,935072,# & % of participating 5th grade students passing 5th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,4.0
1002,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22050,935064,# & % of participating 5th-8th grade students assessed as at risk of becoming off-track to achieve math proficiency at or above grade level by the end of the school year (at time of enrollment),Submitted,135360,How Well,1.0,12.0,13,7.0
1003,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21820,935065,# & % of participating 5th-8th grade students attending 80%+ of program as scheduled (How Well) SSIC 1.2A,Submitted,135360,How Well,3.0,8.0,9,16.0
1004,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21821,935066,# & % of participating 5th-8th grade students completing program (as defined by program standard) (How Well) SSIC 1.2A,Submitted,135360,How Well,3.0,8.0,9,16.0
1005,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21825,935068,# & % of participating 6th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,3.0
1006,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21835,935073,# & % of participating 6th grade students passing 6th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,3.0
1007,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21827,935069,# & % of participating 7th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,3.0
1008,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21837,935074,# & % of participating 7th grade students passing 7th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,2.0
1009,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21829,935070,# & % of participating 8th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,2.0
1010,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21839,935075,# & % of participating 8th grade students passing 8th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,2.0
1011,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22044,935058,# & % of students enrolled in program who are in 5th grade,Submitted,135360,How Well,2.0,11.0,12,7.0
1012,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22045,935059,# & % of students enrolled in program who are in 6th grade,Submitted,135360,How Well,0.0,13.0,14,6.0
1013,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22046,935060,# & % of students enrolled in program who are in 7th grade,Submitted,135360,How Well,2.0,5.0,6,5.0
1014,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,22047,935061,# & % of students enrolled in program who are in 8th grade,Submitted,135360,How Well,1.0,8.0,9,4.0
1015,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21831,935071,# & % total of participating 5th-8th grade students narrowing math proficiency gap by the end of the school year (even if students are not math proficient at grade level) (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,11.0
1016,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14844,How WELL did we do it?,21841,935076,# & % total of participating 5th-8th grade students passing 8th grade STAAR math assessment (Better Off) SSIC 1.2A,Submitted,135360,How Well,0.0,0.0,0,11.0
1017,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14843,How MUCH did we do?,22049,935063,# of participating 5th-8th grade students assessed as off-track to achieve math proficiency at or above  grade level by the end of the school year (at time of enrollment),Submitted,135352,How Much,16.0,16.0,18,9.0
1018,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,29012,Agency QQ,73253,Agency QQ Program 1,2531,Successful Students,12977,Strategy,11865,631960,"Increase the number of engaging, culturally appropriate, innovative and relevant math activities for youth in grades 5 through 8. (Indicator 1.2)",14843,How MUCH did we do?,22048,935062,# total of 5th-8th grade students enrolled in program,Submitted,135352,How Much,37.0,37.0,41,22.0
590,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21312,933482,"# & % of participating children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services as per program model (How Well)",Submitted,135360,How Well,0.0,0.0,0,72.0
591,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21313,933483,"# of caregivers of children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services on schedule as per program model (How Well)",Submitted,135360,How Well,1.0,0.0,0,36.0
593,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21305,933477,"# of caregivers of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,53.0,5.0,6,60.0
595,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,19787,933475,"# of families with children 0-8 receiving information relevant to child mental health, substance abuse, domestic violence and respite care services through outreach efforts (How Much)",Submitted,135352,How Much,0.0,43.0,47,75.0
596,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21303,933474,# of outreach efforts conducted to recruit caregivers of children 0-8 for services (How Much),Submitted,135352,How Much,0.0,1.0,1,2.0
597,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21302,933473,# of outreach efforts conducted to recruit children 0-8 for services (How Much),Submitted,135352,How Much,0.0,1.0,1,2.0
599,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18532,Agency RR,73204,Agency RR Program 1,2530,Ready Children,12977,Strategy,11486,631633,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21304,933476,"(3)# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,77.0,10.0,11,120.0
651,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14845,Is anyone BETTER OFF?,21562,933560,# & % of children 0-5 meeting appropriate age development milestones (Better Off),Submitted,135358,Better Off,0.0,0.0,0,341.0
652,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21561,933559,# of children 0-5 assessed on age appropriate development (How Much),Submitted,135352,How Much,0.0,0.0,0,426.0
653,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21564,933561,# of children 4-5 exiting (How Much),Submitted,135352,How Much,0.0,52.0,57,32.0
654,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21565,933562,# of children 4-5 exiting kinder-ready (Better Off),Submitted,135352,How Much,0.0,30.0,33,22.0
655,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21558,933556,# of enrolled children 0-3 (How Much),Submitted,135352,How Much,183.0,25.0,28,456.0
656,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21560,933558,# of enrolled children 0-5 (How Much),Submitted,135352,How Much,260.0,34.0,37,501.0
657,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11845,631647,Increase and maintain the number of quality early childcare slots with priority for children ages 0 to 3 (3.1),14843,How MUCH did we do?,21559,933557,# of enrolled children 4-5 (How Much),Submitted,135352,How Much,77.0,9.0,10,45.0
658,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14845,Is anyone BETTER OFF?,21578,933553,# & %  of childcare slots improved in quality through completed TRS certification or national accreditation (Better Off),Submitted,135358,Better Off,97.0,0.0,0,212.0
659,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14844,How WELL did we do it?,21572,933548,# & % of center leadership staff successfully completing professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Well),Submitted,135360,How Well,0.0,0.0,0,5.0
660,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14844,How WELL did we do it?,21570,933546,# & % of teachers successfully completing professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Well),Submitted,135360,How Well,0.0,0.0,0,64.0
661,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21571,933547,# of center leadership staff participating in professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Much),Submitted,135352,How Much,5.0,0.0,0,5.0
663,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21574,933549,# of centers achieving Texas Rising Star (TRS) certification level 2 (Better Off),Submitted,135352,How Much,0.0,0.0,0,1.0
664,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21575,933550,# of centers achieving Texas Rising Star (TRS) certification level 3 (Better Off),Submitted,135352,How Much,1.0,1.0,1,1.0
666,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21566,933542,# of centers partipating in efforts to increase childcare quality (How Much),Submitted,135352,How Much,3.0,0.0,0,3.0
667,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21567,933543,# of childcare slots targeted through center quality improvement efforts (How Much),Submitted,135352,How Much,97.0,97.0,107,359.0
668,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21568,933544,# teachers participating in professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Much),Submitted,135352,How Much,59.0,2.0,2,80.0
669,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24403,Indicator 3,18532,Agency RR,73209,Agency RR Program 2,2530,Ready Children,12977,Strategy,11846,631646,Partner with early childhood education centers to create a culture of child-centered and developmentally appropriate practices in all of the below ways: (3.2),14843,How MUCH did we do?,21569,933545,# teachers successfully completing professional development aligning with quality domains of TRS certifcation and/or national accreditation (How Well),Submitted,135352,How Much,0.0,19.0,21,64.0
821,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21582,933938,# & % of recruited children 0-5 screened on social/emotional development (How Well),Submitted,135360,How Well,0.0,30.0,33,448.0
822,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21584,933940,# & % of screened children 0-5 referred to appropriate services based on screening results (How Well),Submitted,135360,How Well,6.0,30.0,33,448.0
823,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21587,933943,# & % of screened children receiving appropriate services for identified social/emotional needs (How Well),Submitted,135360,How Well,0.0,30.0,33,448.0
824,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21580,933936,# of children 0-5 recruited for screenings on social/emotional development (How Much),Submitted,135352,How Much,334.0,30.0,33,560.0
825,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21583,933939,# of children 0-5 referred to appropriate services based on screening results (How Much),Submitted,135352,How Much,6.0,6.0,7,25.0
826,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18532,Agency RR,73219,Agency RR Program 3,2530,Ready Children,12977,Strategy,11849,631696,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21581,933937,# of children 0-5 screened on social/emotional development (How Much),Submitted,135352,How Much,0.0,0.0,0,448.0
